utm_campaign,product
CONTEMPORARY_AUS_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY_MIX_RUTSON-ORTIZ-WALTON-KLING,WALTON
CONTEMPORARY_AUS_ALL_28-35_ALL_ALL_CAROUSEL_CAMPAIGN_AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BERENSON-HARREL-ISSA-COHEN,ISSA
CONTEMPORARY_AUS_ALL_28-35_COMPETITORS_ALL_CAROUSEL_CAMPAIGN_AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BERENSON-HARREL-ISSA-COHEN,ISSA
CONTEMPORARY_AUS_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_CAMPAIGN_AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BERENSON-HARREL-ISSA-COHEN,ISSA
CONTEMPORARY_AUS_ALL_36-45_ALL_ALL_CAROUSEL_CAMPAIGN_AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BERENSON-HARREL-ISSA-COHEN,ISSA
CONTEMPORARY_AUS_ALL_36-45_COMPETITORS_ALL_CAROUSEL_CAMPAIGN_AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BERENSON-HARREL-ISSA-COHEN,ISSA
CONTEMPORARY_AUS_ALL_36-45_SUSTAINABILITY_ALL_CAROUSEL_CAMPAIGN_AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BERENSON-HARREL-ISSA-COHEN,ISSA
CONTEMPORARY_USA_ALL_28-35_ALL_ALL_CAROUSEL_CAMPAIGN_AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BERENSON-HARREL-ISSA-COHEN,ISSA
CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_CAROUSEL_CAMPAIGN_AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BERENSON-HARREL-ISSA-COHEN,ISSA
CONTEMPORARY_USA_ALL_28-35_HHI_ALL_CAROUSEL_CAMPAIGN_AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BERENSON-HARREL-ISSA-COHEN,ISSA
CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_CAMPAIGN_AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BERENSON-HARREL-ISSA-COHEN,ISSA
CONTEMPORARY_USA_ALL_36-45_ALL_ALL_CAROUSEL_CAMPAIGN_AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BERENSON-HARREL-ISSA-COHEN,ISSA
CONTEMPORARY_USA_ALL_36-45_ALL_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY_MIX_IRENE-CANDELLA-MADGE-MARIBO,MADGE
CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_CAROUSEL_CAMPAIGN_AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BERENSON-HARREL-ISSA-COHEN,ISSA
CONTEMPORARY_USA_ALL_36-45_SUSTAINABILITY_ALL_CAROUSEL_CAMPAIGN_AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BERENSON-HARREL-ISSA-COHEN,ISSA
CONTEMPORARY_AUS_ALL_28-35_ALL_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_LINDA-TIEGS-LOURDES-CRAWFORD,LOURDES
CONTEMPORARY_USA_ALL_36-45_HHI_ALL_CAROUSEL_CAMPAIGN_AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BERENSON-HARREL-ISSA-COHEN,ISSA
CONTEMPORARY_AUS_ALL_36-45_LOOKALIKE_ALL_CAROUSEL_INFLUENCER_HIGH CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON,BLUEBELL
CONTEMPORARY_USA_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WEDDING-GUEST_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_TRINE-LUCID-ESCALA-DEVILLE,ESCALA
CONTEMPORARY_AUS_ALL_26-35_LOOKALIKE_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION-TEASERV1-DROP1_STILL_PRODUCT_BRAND_HOMEPAGE_TOPS-SKIRTS_RADHIKA-MARLEY,RADHIKA
WEDDING-RE_ALL_ALL_ALL_BRIDAL-PAGE-RETARGETING_ALL_CAROUSEL_PRODUCT_BRIDAL-BEST-SELLERS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_DENEUVE-KATHARINE,DENEUVE
WEDDING-RE_ALL_ALL_ALL_BRIDAL-PAGE-RETARGETING_ALL_LINKAD_EDITORIAL_IRL-BACK-DETAILS_STILL_SMSHOOT_BRAND_CATEGORY_DRESSES_THE JOESPHINE-THE AURORE,THE JOESPHINE
WEDDING-RE_ALL_ALL_ALL_BRIDAL-PAGE-RETARGETING_ALL_LINKAD_INFLUENCER_3-INFLUENCER-COUPLES_STILL_INFLUENCER_BRAND_CATEGORY_DRESSSES_LACED HEARTLINE-ESTELLE TWO PIECE,LACED HEARTLINE
WEDDING-RE_ALL_ALL_ALL_BRIDAL-PAGE-RETARGETING_ALL_LINKAD_PRODUCT_3-CAMPAIGN-IMAGES_STILL_DTE_CHEEKY_CATEGORY_DRESSES_THE AURORE-THE KATHARINE-THE JOSEPHINE,THE KATHARINE
WEDDING-RE_ALL_ALL_ALL_BRIDAL-PAGE-RETARGETING_ALL_LINKAD_PRODUCT_3-PRODUCT-COLLAGE_STILL_PRODUCT_CHEEKY_CATEGORY_DRESSES_THE AURORE-THE FLEUR-THE CHARLOTTE,THE FLEUR
WEDDING-RE_ALL_ALL_ALL_WEDDING-LEADS_ALL_CAROUSEL_PRODUCT_BRIDAL-BEST-SELLERS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_DENEUVE-KATHARINE,DENEUVE
WEDDING-RE_ALL_ALL_ALL_WEDDING-LEADS_ALL_LINKAD_EDITORIAL_IRL-BACK-DETAILS_STILL_SMSHOOT_BRAND_CATEGORY_DRESSES_THE JOESPHINE-THE AURORE,THE JOESPHINE
WEDDING-RE_ALL_ALL_ALL_WEDDING-LEADS_ALL_LINKAD_INFLUENCER_3-INFLUENCER-COUPLES_STILL_INFLUENCER_BRAND_CATEGORY_DRESSSES_LACED HEARTLINE-ESTELLE TWO PIECE,LACED HEARTLINE
WEDDING-RE_ALL_ALL_ALL_WEDDING-LEADS_ALL_LINKAD_PRODUCT_3-CAMPAIGN-IMAGES_STILL_DTE_CHEEKY_CATEGORY_DRESSES_THE AURORE-THE KATHARINE-THE JOSEPHINE,THE KATHARINE
WEDDING-RE_ALL_ALL_ALL_WEDDING-LEADS_ALL_LINKAD_PRODUCT_3-PRODUCT-COLLAGE_STILL_PRODUCT_CHEEKY_CATEGORY_DRESSES_THE AURORE-THE FLEUR-THE CHARLOTTE,THE FLEUR
CONTEMPORARY_USA-AUS__28-45_PROFESSIONAL-SERVICES_ALL_CAROUSEL_PRODUCT_TRENDS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_RUMI-PARKER-SORA-TAMU,SORA
CONTEMPORARY_USA-AUS__28-45_PROFESSIONAL-SERVICES_ALL_CAROUSEL_PRODUCT_WORKWEAR_CAROUSEL_PRODUCT_BRAND_PDP_MIX_COHEN-GREENER-DUMA-SOROYA,DUMA
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-ANN TAYLOR_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_BRAND_PDP_MIX_ALEALI-ANKA-CANDELLA-RENYOLDS,CANDELLA
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-ANN TAYLOR_ALL_CAROUSEL_PRODUCT_TRENDS_CAROUSEL_PRODUCT_VOGUE-CALLOUT_PDP_MIX_SHIONA-RUMI-MARLEY,RUMI
CONTEMPORARY_USA-AUS_ALL_28-45_HIGH HHI_ALL_CAROUSEL_PRODUCT_SUMMER _CAROUSEL_PRODUCT_BRAND_PDP_MIX_KLING-ISSA-GIOVANA-CHIARA,GIOVANA
CONTEMPORARY_USA-AUS_ALL_28-45_HIGH HHI_ALL_CAROUSEL_PRODUCT_TRENDS_CAROUSEL_PRODUCT_VOGUE-CALLOUT_PDP_MIX_VIOLETTE-ELINOR-JAN-TAMU,JAN
CONTEMPORARY_USA-AUS_ALL_28-45_MID HHI_ALL_CAROUSEL_PRODUCT_SUMMER _CAROUSEL_PRODUCT_BRAND_PDP_MIX_KLING-ISSA-GIOVANA-CHIARA,GIOVANA
CONTEMPORARY_USA-AUS_ALL_28-45_SUSTAINABILITY_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SHIONA-WALTON-HANNE-MANFIELD,HANNE
CONTEMPORARY_USA-AUS_ALL_28-45_SUSTAINABILITY_ALL_CAROUSEL_PRODUCT_SUSTAINABILITY_CAROUSEL_PRODUCT_BRAND_PDP_MIX_ANKA-MARIBO-SOROYA-GREENER,SOROYA
CONTEMPORARY_USA-AUS_ALL_28-45_SUSTAINABILITY_ALL_CAROUSEL_PRODUCT_WOMEN'S EMPOWERMENT_CAROUSEL_PRODUCT_BRAND_PDP_MIX_AMELIA-ELINOR-PREETMA-LAU,PREETMA
CONTEMPORARY_USA-AUS__28-45_PROFESSIONAL-SERVICES_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_BRAND_PDP_MIX_STARK-MARIBO-AMELIA-SOROYA,AMELIA
CONTEMPORARY _USA-AUS_ALL_28-46_COMPETITORS-AESTHETIC _ALL_CAROUSEL_PRODUCT_AFF_CAROUSEL_PRODUCT_VOGUE-CALLOUT_PDP_MIX_BERENSON-KLING-AMELIA-KIM,AMELIA
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-PRICE-QUALITY_ALL_LINKAD_PRODUCT_SUMMER_LINKAD_PRODUCT_PRICE-CALLOUT_CATEGORY_MIX_SOKO-SEWELL,SOKO
CONTEMPORARY_USA-AUS_ALL_28-45_MID HHI_ALL_CAROUSEL_PRODUCT_TRENDS_CAROUSEL_PRODUCT_VOGUE-CALLOUT_PDP_MIX_VIOLETTE-ELINOR-JAN-TAMU,JAN
CONTEMPORARY_USA-AUS_ALL_28-46_ALL_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_BRAND_PDP_MIX_AMELIA-RUTSON-BERENSON-CANDELLA,BERENSON
CONTEMPORARY_USA-AUS_ALL_28-46_COMPETITORS-MISSION_ALL_CAROUSEL_PRODUCT_TRENDS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_AMELIA-ELINOR-PREETMA-LAU,PREETMA
CONTEMPORARY_USA-AUS_ALL_28-46_COMPETITORS-REFORMATION_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_CHEEKY_PDP_MIX_CANDELLA-ALT-ISSA-SOKU,ISSA
CONTEMPORARY_USA-AUS_ALL_28-46_COMPETITORS-REFORMATION_ALL_CAROUSEL_PRODUCT_TRENDS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BERENSON-KLING-AMELIA-KIM,AMELIA
CONTEMPORARY_USA-AUS_ALL_28-48_ALL_ALL_LINKAD_PRODUCT_SUMMER_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_ALT-BERENSON,ALT
CONTEMPORARY_USA-AUS_ALL_28-50_COMPETITORS-AESTHETIC _ALL_LINKAD_PRODUCT_SUMMER_LINKAD_PRODUCT_VOGUE-CALLOUT_CATEGORY_MIX_SOKO-ISSA,SOKO
CONTEMPORARY_USA-AUS_ALL_28-52_COMPETITORS-MISSION_ALL_LINKAD_PRODUCT_SUMMER_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_SHIONA-HANNE,SHIONA
CONTEMPORARY_USA-AUS_GEO-BIG-CITIES_28-46_GEO-BIG-CITIES_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_BRAND_PDP_MIX_AMELIA-RUTSON-BERENSON-CANDELLA,BERENSON
CONTEMPORARY_USA-AUS_GEO-NON-BIG-CITIES_28-46_GEO-NON-BIG-CITIES_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_BRAND_PDP_MIX_AMELIA-RUTSON-BERENSON-CANDELLA,BERENSON
CONTEMPORARY_USA-AUS_GEO-NON-BIG-CITIES_28-46_GEO-NON-BIG-CITIES_ALL_CAROUSEL_PRODUCT_TRENDS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_RUSSO-VICKERS-GIOVANA-ORTIZ,GIOVANA
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-THEORY _ALL_LINKAD_PRODUCT _SUMMER_LINKAD_PRODUCT_STYLING _CATEGORY_MIX_RUMI-PARKER,RUMI
CONTEMPORARY_USA-AUS_ALL_28-46_ALL_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_ETHICAL_PDP_MIX_AMELIA-RUTSON-BERENSON-CANDELLA,BERENSON
CONTEMPORARY_USA-AUS_ALL_28-46_ALL_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_NON-ETHICAL_PDP_MIX_AMELIA-RUTSON-BERENSON-CANDELLA,BERENSON
CONTEMPORARY_USA-AUS_ALL_28-46_COMPETITORS-AESTHETIC_ALL_CAROUSEL_PRODUCT_SUMMER_CAROUSEL_PRODUCT_VOGUE-CALLOUT_PDP_MIX_CANDELLA-ALT-ISSA-SOKU,ISSA
CONTEMPORARY_USA-AUS_ALL_28-46_COMPETITORS-EVERLANE_ALL_CAROUSEL_PRODUCT_TRENDS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_AMELIA-ELINOR-PREETMA-LAU,PREETMA
CONTEMPORARY_USA-AUS_ALL_28-46_COMPETITORS-THEORY_ALL_CAROUSEL_PRODUCT_WORKWEAR_CAROUSEL_PRODUCT_BRAND_PDP_MIX_COHEN-GREY-SORA-ANKA,SORA
CONTEMPORARY_USA-AUS_GEO-BIG-CITIES_28-46_GEO-BIG-CITIES_ALL_CAROUSEL_PRODUCT_TRENDS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_RUSSO-VICKERS-GIOVANA-ORTIZ,GIOVANA
CONTEMPORARY_USA-AUS_ALL_28-54_COMPETITORS-EVERLANE_ALL_LINKAD_PRODUCT_SUMMER_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_HANNE-WALTON,HANNE
CONTEMPORARY_USA-AUS__28-45_ALL_ALL_CAROUSEL_PRODUCT_FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_LIBERTY-ECHO-ZAPPA-JUNIPER,ZAPPA
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_LINKAD_PRODUCT_FLORALS_LINKAD_PRODUCT_BRAND_PDP_DRESSES_BLOSSOM-GYPSET,BLOSSOM
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-AESTHETIC_ALL_CAROUSEL_PRODUCT_FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BLOSSOM-ECHO-JUNIPER-GYPSET,JUNIPER
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-MISSION_ALL_CAROUSEL_PRODUCT _FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BLOSSOM-ECHO-JUNIPER-GYPSET,JUNIPER
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-PRICE-QUALITY_ALL_CAROUSEL_PRODUCT _FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BLOSSOM-ECHO-JUNIPER-GYPSET,JUNIPER
CONTEMPORARY_USA-AUS_ALL_28-45_GEO-BIG-CITIES_ALL_CAROUSEL_PRODUCT _FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_LIBERTY-ECHO-ZAPPA-JUNIPER,ZAPPA
CONTEMPORARY_USA-AUS_ALL_28-45_GEO-BIG-CITIES_ALL_LINKAD_PRODUCT_FLORALS_LINKAD_PRODUCT_BRAND_PDP_DRESSES_BLOSSOM-GYPSET,BLOSSOM
CONTEMPORARY_USA-AUS_ALL_28-45_GEO-NON-BIG-CITIES_ALL_CAROUSEL_PRODUCT _FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_LIBERTY-ECHO-ZAPPA-JUNIPER,ZAPPA
CONTEMPORARY_USA-AUS_ALL_28-45_GEO-NON-BIG-CITIES_ALL_LINKAD_PRODUCT_FLORALS_LINKAD_PRODUCT_BRAND_PDP_DRESSES_BLOSSOM-GYPSET,BLOSSOM
WEDDING_USA-AUS_ALL_26-45_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERN-BRIDESMAID_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_JULIANNE-YVETTE-LACEY-ARIEL,LACEY
WEDDING_USA-AUS_ALL_26-45_BRIDESMAID_ALL_LINKAD_PRODUCT_MODERN-BRIDESMAID_LINKAD_PRODUCT_BRAND_CATEGORY_DRESSES_ARIELLE-BRENDA,ARIELLE
WEDDING_USA-AUS_ALL_26-45_BRIDESMAID_ALL_LINKAD_PRODUCT_MODERN-BRIDESMAID_LINKAD_PRODUCT_BRAND_CATEGORY_DRESSES_MAE-JENNIFER,MAE
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_COCKTAIL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-SILVERLAKE-FIGUEROA-WILSHIRE,FIGUEROA
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-AESTHETIC_ALL_CAROUSEL_PRODUCT_COCKTAIL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-SILVERLAKE-FIGUEROA-WILSHIRE,FIGUEROA
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-CUSTOMIZATION_ALL_CAROUSEL_PRODUCT_COCKTAIL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-RODEO-SILVERLAKE-VENICE,SILVERLAKE
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-MISSION_ALL_CAROUSEL_PRODUCT_COCKTAIL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-RODEO-SILVERLAKE-VENICE,SILVERLAKE
CONTEMPORARY_USA-AUS_ALL_28-45_COMPETITORS-PRICE-QUALITY_ALL_CAROUSEL_PRODUCT_COCKTAIL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-RODEO-SILVERLAKE-VENICE,SILVERLAKE
CONTEMPORARY_USA-AUS_ALL_28-45_GEO-BIG-CITIES_ALL_CAROUSEL_PRODUCT_COCKTAIL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-SILVERLAKE-FIGUEROA-WILSHIRE,FIGUEROA
CONTEMPORARY_USA-AUS_ALL_28-45_GEO-NON-BIG-CITIES_ALL_CAROUSEL_PRODUCT_COCKTAIL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-SILVERLAKE-FIGUEROA-WILSHIRE,FIGUEROA
WEDDING_USA-AUS_ALL_26-45_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERN-BRIDESMAID_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_EVE-SOPHIE-WINNIE-LILY,WINNIE
CONTEMPORARY-RE_USA_ALL_26-45_RE_ALL_CAROUSEL_PRODUCT_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_OFFER_PDP_MIX_SELAH-SOLANGE-IRINA-RENYOLDS-MARLEY,RENYOLDS
CONTEMPORARY_USA-AUS_ALL_28-46_GEO-BIG-CITIES_ALL_LINKAD_PRODUCT _SUMMER_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_ALT-BERENSON,ALT
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WC-PROFITABLE-CUSTOMER-TEST-AFF_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SHIONA-WALTON-HANNE-MANFIELD,HANNE
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WC-PROFITABLE-CUSTOMER-TEST-BEST-SELLERS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_NOVA-ZENITH-ADA-EVERETT-LACE-DRAGONEYES,LACE
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WC-PROFITABLE-CUSTOMER-TEST-COCKTAIL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-RODEO-SILVERLAKE-VENICE,SILVERLAKE
WEDDING_AUS_ALL_26-35_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERNBRIDESMAID_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_MAE-JULIANNE-YVETTE-LORRAINE,YVETTE
WEDDING_AUS_ALL_26-45_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERN-BRIDESMAID_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_EVE-SOPHIE-WINNIE-LILY,WINNIE
WEDDING_AUS_ALL_26-45_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERN-BRIDESMAID_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_JULIANNE-YVETTE-LACEY-ARIEL,LACEY
WEDDING_AUS_ALL_26-45_BRIDESMAID_ALL_LINKAD_PRODUCT_MODERN-BRIDESMAID_LINKAD_PRODUCT_BRAND_CATEGORY_DRESSES_ARIELLE-BRENDA,ARIELLE
WEDDING_AUS_ALL_26-45_BRIDESMAID_ALL_LINKAD_PRODUCT_MODERN-BRIDESMAID_LINKAD_PRODUCT_BRAND_CATEGORY_DRESSES_MAE-JENNIFER,MAE
WEDDING_AUS_ALL_26-35_BRIDESMAID_ALL_LINKAD_PRODUCT_MODERNBRIDESMAID_LINKAD_PRODUCT_CHEEKY_CATEGORY_DRESSES_ANGELA-LENORE-BRIGHTON,LENORE
WEDDING_AUS_ALL_26-35_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERNBRIDESMAID_CAROUSEL_PRODUCT_CHEEKY_CATEGORY_DRESSES_CINDY-ELLA-BRIGHTON-AMBER,BRIGHTON
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WC-PROFITABLE-CUSTOMER-TEST-FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BLOSSOM-ECHO-JUNIPER-GYPSET,JUNIPER
AUFORMAL_AUS_ALL_16-19_ALL_ALL_CAROUSEL_OFFER_JULY342_CAROUSEL_PRODUCT_OFFER_HOME_DRESSES_ESCALA-DRAGON-EVERETT-ALLEGRA,EVERETT
CONTEMPORARY_US-AUS_ALL_26-45_ALL_ALL_CAROUSEL_OFFER_JULY342_CAROUSEL_PRODUCT_OFFER_HOME_DRESSES_ESCALA-DRAGON-EVERETT-ALLEGRA,EVERETT
CONTEMPORARY_US-AUS_ALL_26-45_ALL_ALL_CAROUSEL_OFFER_JULY342_CAROUSEL_PRODUCT_OFFER_HOME_MIX_JUNIPER-SAGE-ECHO-DUST,ECHO
CONTEMPORARY_US-AUS_ALL_26-45_ALL_ALL_CAROUSEL_OFFER_JULY342_CAROUSEL_PRODUCT_OFFER_HOME_MIX_LINDA-VENICE-DEMAS-LOSFELIZ,DEMAS
CONTEMPORARY_US-AUS_ALL_26-45_ALL_ALL_CAROUSEL_OFFER_OFFER_CAROUSEL_PRODUCT_OFFER_HOME_MIX_ELINOR-ISSA-MARISA-WALTON,MARISA
CONTEMPORARY_USA-AUS_ALL_24-35_RECENTLY-ENGAGED_ALL_CAROUSEL_PRODUCT _FLORALS_CAROUSEL_PRODUCT_BRAND_PDP_MIX_LIBERTY-ECHO-ZAPPA-JUNIPER,ZAPPA
CONTEMPORARY_USA-AUS_ALL_24-35_RECENTLY-ENGAGED_ALL_LINKAD_PRODUCT_FLORALS_LINKAD_PRODUCT_BRAND_PDP_DRESSES_BLOSSOM-GYPSET,BLOSSOM
WEDDING_USA_ALL_24-45_ALFRED-ANGELO_ALL_CAROUSEL_BRAND_BRIDAL_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_KATHARINE-DENUEVE,KATHARINE
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WC-PROFITABLE-CUSTOMER-TEST-AFF-MISSION_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SHIONA-WALTON-HANNE-MANFIELD,HANNE
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WC-PROFITABLE-CUSTOMER-TEST-BEST-SELLERS-MISSION_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_NOVA-ZENITH-ADA-EVERETT-LACE-DRAGONEYES,LACE
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WC-PROFITABLE-CUSTOMER-TEST-COCKTAIL-MISSION_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_ROSSMORE-RODEO-SILVERLAKE-VENICE,SILVERLAKE
CONTEMPORARY_USA-AUS_ALL_28-45_ALL_ALL_CAROUSEL_PRODUCT_WC-PROFITABLE-CUSTOMER-TEST-FLORALS-MISSION_CAROUSEL_PRODUCT_BRAND_PDP_MIX_BLOSSOM-ECHO-JUNIPER-GYPSET,JUNIPER
PROM_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_INFLUENCER_AU-FORMAL-TEASER_CAROUSEL_INFLUENCER_INFLUENCER_PDP_DRESSES_ZEPHRYA-CLAUDIE-DRAGONEYES-ESCALA,DRAGONEYES
PROM_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_AU-FORMAL-TEASER_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_ALLEGRA-ESCALA-BELLAVITA-TILBURY,BELLAVITA
PROM_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_AU-FORMAL-TEASER_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_DRAGONEYES-SURREALDREAMER-EVERETTLACE-AXIS,EVERETTLACE
PROM_AUS_ALL_16-19_AU-FORMAL_ALL_LINKAD_INFLUENCER_AU-FORMAL-TEASER_LINKAD_INFLUENCER_INFLUENCER_PDP_DRESSES_ZENITH-ESCALA,ZENITH
PROM_AUS_ALL_16-19_AU-FORMAL_ALL_LINKAD_PRODUCT_AU-FORMAL-TEASER_LINKAD_PRODUCT_OFFER_PDP_DRESSES_NIKITA-AXIS,NIKITA
PROM_AUS_ALL_16-19_AU-FORMAL_ALL_VIDEO_INFLUENCER_AU-FORMAL-TEASER_VIDEO_INFLUENCER_OFFER_CATEGORY_DRESSES_JASMINE-SAUNDERS,JASMINE
CONTEMPORARY_US-AUS_ALL_26-45_JULY-LAL_ALL_CAROUSEL_OFFER_JULY342_CAROUSEL_PRODUCT_OFFER_HOME_MIX_LINDA-VENICE-DEMAS-LOSFELIZ,DEMAS
PROM_AUS_ALL_16-19_AU-FORMAL_ALL_CAROUSEL_PRODUCT_AU-FORMAL-TEASER_CAROUSEL_PRODUCT_OFFER-COPYTEST_PDP_DRESSES_DRAGONEYES-SURREALDREAMER-EVERETTLACE-AXIS,EVERETTLACE
