Date,Platform,utm_campaign,leads_na
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_28-35_ALL_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 4
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY+_MIX_CHIARA-SOROYA-ELINOR-ALDRIDGE, 1
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_LINKAD_PRODUCT_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_JENSEN-STEPHANIA, 1
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_28-35_CONTEMPORARY_ALL_VIDEO_CAMPAIGN_ANTI-FAST-FASHION_GIF_DTE_BRAND_CATEGORY_CORSETS_JOJO-SELAH, 4
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_28-35_CONTEMPORARY_ALL_VIDEO_CAMPAIGN_ANTI-FAST-FASHION_GIF_PRODUCT_BRAND_CATEGORY_DRESS_JAN, 1
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_28-35_CONTEMPORARY_ALL_VIDEO_CAMPAIGN_ANTI-FAST-FASHION_GIF_PRODUCT_BRAND_CATEGORY_MIX_RADHIKA-MARKLEY, 7
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_28-35_HHI_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY+_MIX_CHUNG-PREETMA-VIOLETTE-PANDORA, 1
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_36-45_ALL_ALL_CAROUSEL_CAMPAIGN_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_DEVILLE-RINDWALDS-MAQUINO-MIDDLETON-RINGWALD, 1
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_36-45_ALL_ALL_LINKAD_CAMPAIGN_HIGH+CONTRAST_STILL_PRODUCT_CTA_PDP_DRESSES_RINGWALDS, 1
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_LINDA-TIEGS-LOURDES-CRAWFORD, 1
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION_LINKAD_PRODUCT+_BRAND_CATEGORY_MIX_RADHIKA-MARLEY, 1
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_LINKAD_PRODUCT_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_JENSEN-STEPHANIA, 1
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_36-45_HHI_ALL__PRODUCT_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_JENSEN-STEPHANIA, 1
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_36-45_LOOKALIKE_ALL_CAROUSEL_INFLUENCER_HIGH+CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON, 1
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_36-45_LOOKALIKE_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 1
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_36-45_SUSTAINABILITY_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 1
2017-05-23,Facebook,CONTEMPORARY_USA_ALL_36-45_SUSTAINABILITY_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY+_JUMPSUIT_GILROY, 2
2017-05-23,Facebook,CONTEMPORARY-NIGHT_AUS_NA_ALL_NA_ALL_CAROUSEL_PRODUCT_EVENING_CAROUSEL_PRODUCT_NA_PDP_DRESSES_AXIS-LYRA-TWILIGHT-PISCES-IRVINE-SATTELITE, 1
2017-05-23,Facebook,PROM_RE_CAN_ALL_17-19_RE_ALL_CAROUSEL_PRODUCT_GIRLY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_CLAUDIE-SATELLITE-AXIS-ROSEWATER, 1
2017-05-23,Facebook,PROM_RE_USA_ALL_17-19_RE_ALL_CAROUSEL_PRODUCT_BEST+SELLERS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_JO-TILBURY-LENAH-LUCID, 1
2017-05-23,Facebook,PROM_RE_USA_ALL_17-19_RE_ALL_CAROUSEL_PRODUCT_NEW+ARRIVALS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_RINGWALD-GEMINI-VALENTINA-LIESL-DEVILLE, 1
2017-05-23,Facebook,PROM_UK_ALL_19-20_NA_M_CAROUSEL_PRODUCT_DRAMATIC_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_GALACTIC-BOREALIS-NOVA-VELA, 1
2017-05-23,Facebook,PROM_USA_ALL_19-20_NA_M_CAROUSEL_PRODUCT_DRAMATIC_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_GALACTIC-BOREALIS-NOVA-VELA, 1
2017-05-23,Facebook,PROM-RE_USA_ALL_17-19_NA_M_CAROUSEL_PRODUCT_GIRLY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_VALENTINA-SATELLITE-ALIJA-RETROGRADE, 1
2017-05-23,Facebook,WEDDING_USA_ALL_26-35_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERNBRIDESMAID_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_MAE-JULIANNE-YVETTE-LORRAINE, 1
2017-05-23,Instagram,WEDDING_USA_ALL_26-35_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERNBRIDESMAID_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_MAE-JULIANNE-YVETTE-LORRAINE, 2
2017-05-23,Instagram,WEDDING_USA_ALL_26-35_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERNBRIDESMAID_CAROUSEL_PRODUCT_CHEEKY_CATEGORY_DRESSES_CINDY-ELLA-BRIGHTON-AMBER, 1
2017-05-23,Instagram,WEDDING-RE_USA_ALL_26-35_BRIDESMAID_ALL_LINKAD_PRODUCT_MODERNBRIDESMAID_LINKAD_PRODUCT_CHEEKY_CATEGORY_DRESSES_ANGELA-LENORE-BRIGHTON, 1
2017-05-23,Other,CONTEMPORARY_USA-AUS_ALL_28-35_FASHION_ALL_TWEET_EDITORIAL_BLOG_TWEET_BLOG_CTA_BLOG_MIX_MIX, 1
2017-05-23,Other,CONTEMPORARY_USA-AUS_ALL_28-35_FASHION_ALL_TWEET_EDITORIAL_BLOG_TWEET_BLOG_CTA_BLOG_MIX_NICOLETTE-MASON, 1
2017-05-23,Other,POLYVORE_US, 2
2017-05-23,Other,SRECAP_PROS_B_1OF4, 1
2017-05-23,Other,UTM_CAMPAIGN, 1
2017-05-24,Facebook,ALL-RETARGETING_USA_ALL_16-18_VIEW-NOT-PURCHASE_D_CAROUSEL_PRODUCT_NA_CAROUSEL_PRODUCT_CTA_PDP_NA_NA, 1
2017-05-24,Facebook,ALL-RETARGETING_USA_ALL_ALL_VIEW-NOT-PURCHASE_D_CAROUSEL_PRODUCT_NA_CAROUSEL_PRODUCT_BRAND_PDP_NA_NA, 2
2017-05-24,Facebook,ALL-RETARGETING_USA_ALL_ALL_VIEW-NOT-PURCHASE_M_CAROUSEL_PRODUCT_NA_CAROUSEL_PRODUCT_CTA_PDP_NA_NA, 3
2017-05-24,Facebook,CONTEMPORARY_AUS_ALL_28-35_ALL_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY_MIX_IRENE-CANDELLA-MADGE-MARIBO, 1
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_26-30_LOOKALIKE_ALL_VIDEO_CAMPAIGN_HIGH+CONTRAST_GIF_PRODUCT_BRAND_PDP_DRESSES_IRVINE, 1
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_28-35_ALL_ALL_CAROUSEL_PRODUCT_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SELAH-SOLANGE-IRINA-RENYOLDS-MARLEY, 1
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_28-35_ALL_ALL_CAROUSEL_PRODUCT_HIGH CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 1
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_28-35_ALL_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 2
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_28-35_ALL_ALL_LINKAD_PRODUCT_INFLUENCER_LINKAD_PRODUCT_BRAND_PDP_DRESSES_HARBOURSIDE, 1
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_CAROUSEL_INFLUENCER_HIGH+CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON, 2
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_CAROUSEL_PRODUCT_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SELAH-SOLANGE-IRINA-RENYOLDS-MARLEY, 1
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 1
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_28-35_CONTEMPORARY_ALL_VIDEO_CAMPAIGN_ANTI-FAST-FASHION_GIF_PRODUCT_BRAND_CATEGORY_DRESS_JAN, 3
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_28-35_CONTEMPORARY_ALL_VIDEO_CAMPAIGN_ANTI-FAST-FASHION_GIF_PRODUCT_BRAND_CATEGORY_MIX_RADHIKA-MARKLEY, 8
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_28-35_HHI_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY+_MIX_CHIARA-SOROYA-ELINOR-ALDRIDGE, 1
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_INFLUENCER_HIGH+CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON, 1
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 2
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_36-45_ALL_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY+_MIX_CHIARA-SOROYA-ELINOR-ALDRIDGE, 1
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_36-45_ALL_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 1
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_36-45_ALL_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION_LINKAD_PRODUCT+_BRAND_CATEGORY_MIX_RADHIKA-MARLEY, 1
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_LINKAD_CAMPAIGN_HIGH+CONTRAST_STILL_PRODUCT_CTA_PDP_DRESSES_RINGWALDS, 1
2017-05-24,Facebook,CONTEMPORARY_USA_ALL_36-45_HHI_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 1
2017-05-24,Facebook,CONTEMPORARY_USA_COMPETITORS_36-45_ALL_ALL_LINKAD_CAMPAIGN_HIGH+CONTRAST_STILL_PRODUCT_CTA_PDP_DRESSES_RINGWALDS, 1
2017-05-24,Facebook,CONTEMPORARY-NIGHT_AUS_NA_ALL_NA_ALL_CAROUSEL_PRODUCT_EVENING_CAROUSEL_PRODUCT_NA_PDP_DRESSES_AXIS-LYRA-TWILIGHT-PISCES-IRVINE-SATTELITE, 1
2017-05-24,Facebook,PROM_CAN_ALL_19-20_NA_M_CAROUSEL_PRODUCT_GIRLY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_VALENTINA-SATELLITE-ALIJA-RETROGRADE, 1
2017-05-24,Facebook,PROM_USA_MIDDLE_16-19_NA_ALL_CAROUSEL_PRODUCT_TRENDY_CAROUSEL_PRODUCT_CHEEKY_PDP_DRESSES_PISCES-MAISIE-VALENTINA-POLARIS, 1
2017-05-24,Facebook,PROM-RE_USA_ALL_16-19_PROM-RE_ALL_CAROUSEL_INFLUENCERSTILL-PRODUCT_EVERYBODYDANCE-INFLUENCER-PICKS-JASMINE_VIDEO-CAROUSEL_INFLUENCER-PRODUCT_OFFER_PDP_JASMINE-DRESSES_PISCES-VIRGO-PILA-AXIS-PISCES-SURREALDREAMER, 1
2017-05-24,Facebook,WEDDING_USA_ALL_26-35_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERNBRIDESMAID_CAROUSEL_PRODUCT_BRAND_CATEGORY_DRESSES_MAE-JULIANNE-YVETTE-LORRAINE, 2
2017-05-24,Instagram,WEDDING_USA_ALL_26-35_BRIDESMAID_ALL_CAROUSEL_PRODUCT_MODERNBRIDESMAID_CAROUSEL_PRODUCT_CHEEKY_CATEGORY_DRESSES_CINDY-ELLA-BRIGHTON-AMBER, 1
2017-05-24,Other,POLYVORE_US, 5
2017-05-24,Other,UTM_CAMPAIGN, 4
2017-05-25,Facebook,ALL-RETARGETING_USA_ALL_ALL_VIEW-NOT-PURCHASE_D_CAROUSEL_PRODUCT_NA_CAROUSEL_PRODUCT_BRAND_PDP_NA_NA, 4
2017-05-25,Facebook,ALL-RETARGETING_USA_ALL_ALL_VIEW-NOT-PURCHASE_M_CAROUSEL_PRODUCT_NA_CAROUSEL_PRODUCT_BRAND_PDP_NA_NA, 2
2017-05-25,Facebook,ALL-RETARGETING_USA_ALL_ALL_VIEW-NOT-PURCHASE_M_CAROUSEL_PRODUCT_NA_CAROUSEL_PRODUCT_CTA_PDP_NA_NA, 3
2017-05-25,Facebook,CONTEMPORARY_AUS_ALL_28-35_ALL_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY_MIX_IRENE-CANDELLA-MADGE-MARIBO, 1
2017-05-25,Facebook,CONTEMPORARY_AUS_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY_MIX_IRENE-CANDELLA-MADGE-MARIBO, 1
2017-05-25,Facebook,CONTEMPORARY_AUS_ALL_36-45_COMPETITORS_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY+_MIX_CHUNG-PREETMA-VIOLETTE-PANDORA, 2
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_28-35_ALL_ALL_CAROUSEL_PRODUCT_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SELAH-SOLANGE-IRINA-RENYOLDS-MARLEY, 1
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_28-35_ALL_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 2
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_28-35_ALL_CAROUSEL_INFLUENCER_HIGH+CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON, 1
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_CAROUSEL_INFLUENCER_HIGH+CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON, 1
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY+_JUMPSUIT_GILROY, 1
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_LINKAD_PRODUCT_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_JENSEN-STEPHANIA, 1
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_28-35_CONTEMPORARY_ALL_VIDEO_CAMPAIGN_ANTI-FAST-FASHION_GIF_DTE_BRAND_CATEGORY_CORSETS_JOJO-SELAH, 4
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_28-35_CONTEMPORARY_ALL_VIDEO_CAMPAIGN_ANTI-FAST-FASHION_GIF_PRODUCT_BRAND_CATEGORY_DRESS_JAN, 3
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_28-35_CONTEMPORARY_ALL_VIDEO_CAMPAIGN_ANTI-FAST-FASHION_GIF_PRODUCT_BRAND_CATEGORY_MIX_RADHIKA-MARKLEY, 9
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_28-35_HHI_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY+_MIX_CHIARA-SOROYA-ELINOR-ALDRIDGE, 1
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY_MIX_IRENE-CANDELLA-MADGE-MARIBO, 1
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 1
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_36-45_ALL_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY_MIX_RUTSON-ORTIZ-WALTON-KLING, 2
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_36-45_COMPETITORS_ALL_LINKAD_CAMPAIGN_HIGH+CONTRAST_STILL_PRODUCT_CTA_PDP_DRESSES_RINGWALDS, 1
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_36-45_HHI_ALL__PRODUCT_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_JENSEN-STEPHANIA, 1
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_36-45_LOOKALIKE_ALL_CAROUSEL_INFLUENCER_HIGH+CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON, 1
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_36-45_LOOKALIKE_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 1
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_36-45_SUSTAINABILITY_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY+_MIX_CHIARA-SOROYA-ELINOR-ALDRIDGE, 1
2017-05-25,Facebook,CONTEMPORARY_USA_ALL_36-45_SUSTAINABILITY_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY+_JUMPSUIT_GILROY, 2
2017-05-25,Facebook,CONTEMPORARY-DAY_AUS_NA_26-36_FRIENDS-OF-ENGAGED_ALL_CAROUSEL_PRODUCT_WEDDING-GUEST_CAROUSEL_PRODUCT_OFFER_PDP_DRESSES_QUASAR-OLSEN-DEVILLE-AURELIA-DREAMABOUTME-DELPHINE-LUCID, 1
2017-05-25,Facebook,CONTEMPORARY-NIGHT_AUS_NA_ALL_NA_ALL_CAROUSEL_PRODUCT_EVENING_CAROUSEL_PRODUCT_NA_PDP_DRESSES_AXIS-LYRA-TWILIGHT-PISCES-IRVINE-SATTELITE, 1
2017-05-25,Facebook,PROM_RE_UK_ALL_17-19_RE_ALL_CAROUSEL_PRODUCT_GIRLY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_CLAUDIE-SATELLITE-AXIS-ROSEWATER, 1
2017-05-25,Facebook,PROM_RE_USA_ALL_17-19_RE_ALL_CAROUSEL_PRODUCT_BEST+SELLERS_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_JO-TILBURY-LENAH-LUCID, 1
2017-05-25,Facebook,PROM_UK_ALL_19-20_NA_M_CAROUSEL_PRODUCT_DRAMATIC_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_GALACTIC-BOREALIS-NOVA-VELA, 1
2017-05-25,Facebook,PROM_USA_ALL_19-20_NA_M_CAROUSEL_PRODUCT_DRAMATIC_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_GALACTIC-BOREALIS-NOVA-VELA, 1
2017-05-25,Facebook,PROM-RE_CAN_ALL_19-20_NA_M_CAROUSEL_PRODUCT_GIRLY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_VALENTINA-SATELLITE-ALIJA-RETROGRADE, 1
2017-05-25,Facebook,PROM-RE_USA_ALL_17-19_NA_M_CAROUSEL_PRODUCT_EDGY_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_SAGGITARIUS-ARA-BACKLESSHAVEN-PISCES, 1
2017-05-25,Other,UTM_CAMPAIGN, 2
2017-05-26,Facebook,ALL-RETARGETING_USA_ALL_16-18_VIEW-NOT-PURCHASE_D_CAROUSEL_PRODUCT_NA_CAROUSEL_PRODUCT_CTA_PDP_NA_NA, 1
2017-05-26,Facebook,ALL-RETARGETING_USA_ALL_ALL_VIEW-NOT-PURCHASE_M_CAROUSEL_PRODUCT_NA_CAROUSEL_PRODUCT_BRAND_PDP_NA_NA, 1
2017-05-26,Facebook,ALL-RETARGETING_USA_ALL_ALL_VIEW-NOT-PURCHASE_M_CAROUSEL_PRODUCT_NA_CAROUSEL_PRODUCT_CTA_PDP_NA_NA, 3
2017-05-26,Facebook,CONTEMPORARY_AUS_ALL_26-35_LOOKALIKE_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 1
2017-05-26,Facebook,CONTEMPORARY_AUS_ALL_28-35_ALL_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY_MIX_IRENE-CANDELLA-MADGE-MARIBO, 1
2017-05-26,Facebook,CONTEMPORARY_AUS_ALL_36-45_SUSTAINABILITY_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY_MIX_RUTSON-ORTIZ-WALTON-KLING, 1
2017-05-26,Facebook,CONTEMPORARY_USA_ALL_28-35_ALL_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 2
2017-05-26,Facebook,CONTEMPORARY_USA_ALL_28-35_ALL_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY+_JUMPSUIT_GILROY, 1
2017-05-26,Facebook,CONTEMPORARY_USA_ALL_28-35_ALL+_ALL_LINKAD_PRODUCT_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_JENSEN-STEPHANIA, 1
2017-05-26,Facebook,CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_CAROUSEL_INFLUENCER_HIGH+CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON, 1
2017-05-26,Facebook,CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_CAROUSEL_PRODUCT_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_PDP_MIX_SELAH-SOLANGE-IRINA-RENYOLDS-MARLEY, 1
2017-05-26,Facebook,CONTEMPORARY_USA_ALL_28-35_COMPETITORS_ALL_LINKAD_PRODUCT_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY_MIX_JENSEN-STEPHANIA, 1
2017-05-26,Facebook,CONTEMPORARY_USA_ALL_28-35_CONTEMPORARY_ALL_VIDEO_CAMPAIGN_ANTI-FAST-FASHION_GIF_PRODUCT_BRAND_CATEGORY_DRESS_JAN, 2
2017-05-26,Facebook,CONTEMPORARY_USA_ALL_28-35_CONTEMPORARY_ALL_VIDEO_CAMPAIGN_ANTI-FAST-FASHION_GIF_PRODUCT_BRAND_CATEGORY_MIX_RADHIKA-MARKLEY,14
2017-05-26,Facebook,CONTEMPORARY_USA_ALL_28-35_HHI_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY_MIX_RUTSON-ORTIZ-WALTON-KLING, 1
2017-05-26,Facebook,CONTEMPORARY_USA_ALL_28-35_HHI_ALL_CAROUSEL_PRODUCT_HIGH+CONTRAST_CAROUSEL_PRODUCT_BRAND_PDP_DRESSES_REESE-DEVILLE-JO-BLUEBELL, 4
2017-05-26,Facebook,CONTEMPORARY_USA_ALL_28-35_HHI_ALL_LINKAD_CAMPAIGN_ANTI-FAST-FASHION_LINKAD_PRODUCT_BRAND_CATEGORY+_JUMPSUIT_GILROY, 1
2017-05-26,Facebook,CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY_MIX_IRENE-CANDELLA-MADGE-MARIBO, 1
2017-05-26,Facebook,CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_CAMPAIGN_ANTI-FAST-FASHION_CAROUSEL_PRODUCT_BRAND_CATEGORY+_MIX_CHUNG-PREETMA-VIOLETTE-PANDORA, 1
2017-05-26,Facebook,CONTEMPORARY_USA_ALL_28-35_SUSTAINABILITY_ALL_CAROUSEL_INFLUENCER_HIGH+CONTRAST_CAROUSEL_SMSHOOT_STYLING_PDP_DRESSES_MAQUINO-RINGWALD-BLUEBELL-MIDDLETON, 1
