Date,Gross Revenue,Net Sales,Orders,Units,Customized Units,Re-fulfilled Units,COGS,Packaging Materials,Product Cost,Discounts,Shipping,Taxes,Other Adjustments,Transactions,New Customers,Repeat Customers,Returns,Inventory Returns,Refulfilled Return Units
2016-02-01,4910.27,4735.294000000001,18,21,1,0,2002.510064248337,52.5,1454.526538248337,-186.676,404.36,0,0,18,8,1,0,0,0
2016-02-02,4273.9626,4189.0626,15,18,3,0,1689.0959619517241,45,1244.953146551724,-84.9,317.26,0,0,15,12,0,0,0,0
2016-02-03,3969.53,3758.637999999999,13,16,1,0,1530.5673922439025,40,1128.0868902439024,-210.892,288.68,0,0,13,7,1,0,0,0
2016-02-04,4844.8726,4614.6306,17,20,2,0,1944.242433951724,50,1435.338146551724,-238.9,369.08,0,0,17,11,0,0,0,0
2016-02-05,2647.9700000000003,2572.07,8,11,3,0,986.8082627586206,27.5,736.1382327586206,-75.9,172.78,0,0,8,7,0,0,0,0
2016-02-06,3544.64,3451.14,13,15,0,0,1422.2149565517238,37.5,1023.731896551724,-93.5,293.9,0,0,13,6,0,0,0,0
2016-02-07,3100.3426,2970.6926,12,13,2,0,1265.2288354,32.5,926.33875,-129.65,248.84,0,0,12,9,0,0,0,0
2016-02-08,6124.7426,5862.0966,22,25,4,0,2535.415216896428,62.5,1873.5944154964277,-274.346,484.32,0,0,22,12,0,0,0,0
2016-02-09,5573.64,5332.121,22,23,4,0,2164.7008992439023,57.5,1539.0693902439025,-241.519,464.1,0,0,22,14,0,0,0,0
2016-02-10,6924.81,6658.76,25,29,1,0,2775.8393803701647,72.5,2027.5853403701649,-266.05,546.45,0,0,25,13,0,0,0,0
2016-02-11,5241.3826,4989.0326000000005,19,21,3,0,2089.8669580262626,52.5,1516.6650126262625,-252.35,422.22,0,0,19,9,0,0,0,0
2016-02-12,5947.72,5622.974,20,24,4,0,2269.596258626263,60,1663.3700126262627,-324.746,435.96000000000004,0,0,20,13,0,0,0,0
2016-02-13,5776.9452,5605.6492,24,26,5,0,2519.383913432218,65,1837.220086632218,-218.096,511.8,0,0,24,15,0,0,0,0
2016-02-14,7789.32,7379.824,28,32,3,0,3049.2955856657914,80,2207.1606896657913,-409.496,618.52,0,0,28,15,0,0,0,0
2016-02-15,11528.36,10927.314,40,49,4,0,4483.492758870165,122.5,3309.760652870165,-601.046,842.14,0,0,40,23,0,0,0,0
2016-02-16,10581.1826,10389.4726,33,44,7,0,4036.9997415271678,110,2985.2850361271676,-191.71,737.22,0,0,33,16,3,0,0,0
2016-02-17,8372.4,7999.55,32,36,4,0,3313.367022254335,90,2387.540072254335,-372.85,683.04,0,0,32,21,0,0,0,0
2016-02-18,8927.7852,8561.739199999998,29,36,5,0,3342.7717845712364,90,2447.051347771236,-366.046,636.63,0,0,29,19,0,0,0,0
2016-02-19,2347.46,2293.96,9,9,0,0,877.04859,22.5,621.52375,-53.5,186.3,0,0,9,6,0,0,0,0
2016-02-20,8397.2026,7932.2026,32,36,7,0,3358.332686779693,90,2449.678811379693,-476.7,667.82,0,0,32,22,1,0,0,0
2016-02-21,11091.72,10780.67,37,45,9,0,4336.632661432322,112.5,3182.6532314323217,-311.05,827.84,0,0,37,20,0,0,0,0
2016-02-22,12018.1878,11543.3378,41,50,9,0,4864.229516062163,125,3576.672719862163,-486.55,937.8000000000001,0,0,41,17,1,0,0,0
2016-02-23,12664.160000000002,12254.01,40,51,12,0,4778.163830496428,127.5,3518.8775404964276,-410.15,888.62,0,0,40,18,0,0,0,0
2016-02-24,12784.64,12225.44,49,52,5,0,5006.634144302487,130,3592.456384302487,-559.2,1044.04,0,0,49,26,0,0,0,0
2016-02-25,8663.8926,8237.3666,30,36,6,0,3341.3650637874584,90,2447.881432387458,-438.226,643.8000000000001,0,0,30,20,0,0,0,0
2016-02-26,7622.9126,7404.3066,29,32,5,0,3037.6087511290402,80,2188.44385972904,-218.606,624.84,0,0,29,15,0,0,0,0
2016-02-27,8586.4452,8118.8432,34,35,8,0,3369.2108891796925,87.5,2403.6244363796927,-467.602,719.64,0,0,34,18,2,0,0,0
2016-02-28,13788.342600000002,13434.476600000002,47,58,3,0,5351.235051732722,145,3903.115230332722,-353.866,1041.1200000000001,0,0,47,27,0,0,0,0
2016-02-29,20087.51,19469.260000000002,68,85,11,0,8016.701209761196,212.5,5901.842669761196,-618.25,1524.75,0,0,68,37,0,0,0,0
2016-03-01,15195.6726,14683.7966,53,63,3,0,5971.142059331418,157.5,4371.061957931417,-511.876,1155.3500000000001,0,0,53,30,0,0,0,0
2016-03-02,14129.279999999999,13778.28,54,61,10,0,5704.765230801582,152.5,4107.585110801582,-351,1179.31,0,0,54,28,1,0,0,0
2016-03-03,15175.47,14667.42,52,63,11,0,5746.694637527334,157.5,4196.5194575273335,-508.05,1105.92,0,0,52,36,1,0,0,0
2016-03-04,7848.97,7639.104,32,32,8,0,3045.4672049973324,80,2152.6131889973326,-209.86599999999999,661.72,0,0,32,20,1,0,0,0
2016-03-05,14586.4,14064.314,49,61,4,0,5740.360154753431,152.5,4255.1550487534305,-522.086,1059.04,0,0,49,33,0,0,0,0
2016-03-06,20039.6126,19361.2126,71,83,16,0,7685.808485921185,207.5,5578.273320521185,-678.4,1521.16,0,0,71,42,1,0,0,0
2016-03-07,24002.13,23175.83,84,102,9,0,9531.942021022633,255,7015.192951022633,-826.3,1814.0500000000002,0,0,84,50,3,0,0,0
2016-03-08,21564.2752,20753.7592,75,89,14,0,8440.722244333961,222.5,6209.6932275339605,-810.516,1602.47,0,0,75,43,2,0,0,0
2016-03-09,14652.13,14130.084,55,60,6,0,5744.722263359551,152.5,4153.8498273595505,-522.046,1162.8,0,0,55,35,2,0,0,0
2016-03-10,18112.462599999995,17500.412599999996,62,76,15,0,7135.999654769049,190,5279.541022702382,-587.05,1326.1466666666668,0,-25,62,37,2,0,0,0
2016-03-11,9337.3826,8981.6326,31,38,4,0,3593.1836315271676,95,2648.5562861271674,-355.75,672.76,0,0,31,19,1,0,0,0
2016-03-12,18172.32,17829.82,62,74,8,0,6849.0712627315625,185,4968.816482731563,-342.5,1340.9900000000002,0,0,62,38,0,0,0,0
2016-03-13,27268.9626,26484.0906,96,112,17,0,10654.119500707868,280,7790.910873307868,-759.8719999999998,2061.57,0,-25,96,59,3,0,0,0
2016-03-14,22599.160000000003,22013.944,80,95,9,0,8858.83703688131,237.5,6479.192660881311,-585.216,1712.74,0,0,80,50,1,0,0,0
2016-03-15,22973.25,22491.800000000003,80,96,16,0,8906.073108859497,240,6512.270908859496,-481.45,1712.74,0,0,80,51,1,0,0,0
2016-03-16,20863.5326,20383.9326,74,88,12,0,8138.331716508733,220,5952.287671108733,-479.6,1568.51,0,0,74,48,3,0,0,0
2016-03-17,20653.29,20160.162,73,83,13,0,7967.008834186932,207.5,5756.099136186933,-493.128,1601.3650000000002,0,0,73,39,1,0,0,0
2016-03-18,7734.775199999999,7497.475199999999,29,33,4,0,3083.8818169271676,82.5,2222.9550361271677,-237.3,633.6,0,0,29,17,0,0,0,0
2016-03-19,15423.66,14927.26,56,66,8,0,6176.212605908837,165,4523.302065908837,-496.4,1200.22,0,0,56,37,0,0,0,0
2016-03-20,21758.6726,21241.0226,80,89,20,0,8337.67855688495,222.5,5970.798901484951,-517.65,1724.19,0,0,80,48,2,0,0,0
2016-03-21,23257.0826,22501.9496,86,98,18,0,9160.402983055166,245,6647.206444655166,-755.133,1831.24,0,0,86,51,7,0,0,0
2016-03-22,23838.219999999998,23116.47,82,99,15,0,9318.890136344391,247.5,6804.017506344391,-721.7499999999999,1814.795,0,0,82,47,0,0,0,0
2016-03-23,21836.7352,20962.0952,76,90,21,0,8529.566808412284,225,6194.286047612284,-874.64,1700.3799999999999,0,0,76,44,2,0,0,0
2016-03-24,14231.5678,13666.3418,52,59,9,0,5680.774070003392,147.5,4110.810157803392,-565.226,1155.94,0,0,52,30,0,0,0,0
2016-03-25,24482.332599999998,23834.1406,86,99,12,0,9419.10292244037,247.5,6857.70284504037,-648.192,1840.51,0,0,86,58,2,0,0,0
2016-03-26,13739.349999999999,13161.699999999999,49,57,8,0,5375.866565316709,142.5,3918.243931983375,-577.65,1058.8333333333333,0,0,49,34,0,0,0,0
2016-03-27,24593.31,23850.81,85,102,16,0,9599.814244933226,255,7028.815754933227,-742.5,1848.7250000000001,0,0,85,56,3,0,0,0
2016-03-28,26947.1952,25883.5332,97,112,8,0,10456.528741812272,280,7587.596279012271,-1063.662,2084.71,0,0,97,63,2,0,0,0
2016-03-29,32359.0252,31511.2992,103,132,13,0,12365.107152229095,330,9130.981142095761,-847.726,2280.6983333333337,0,0,103,62,6,0,0,0
2016-03-30,30184.8978,29234.6458,105,127,23,0,11657.753070631465,317.5,8471.408342431465,-950.252,2300.44,0,0,105,65,4,0,0,0
2016-03-31,27635.4478,26757.2678,100,115,19,0,10808.192288389255,290,7866.496522189256,-878.18,2130.935,0,0,100,72,2,0,0,0
2016-04-01,22917.44,22186.94,65,92,13,0,8599.132325625304,230,6494.871065625303,-730.5,1433.24,0,0,65,40,3,0,0,0
