Date,Gross Revenue,Net Sales,Orders,Units,Customized Units,Re-fulfilled Units,COGS,Packaging Materials,Product Cost,Discounts,Shipping,Taxes,Other Adjustments,Transactions,New Customers,Repeat Customers,Returns,Inventory Returns,Refulfilled Return Units
2017-02-27,24872.857799999998,23904.627800000002,71,93,16,12,8972.573787148429,232.5,6530.169580948429,-1177.5,1721.2699999999998,187.07,0,71,41,1,10706.6826,2169.5787683579674,4
2017-02-28,21813.5826,21462.0726,61,81,12,6,8135.755620902195,200,6016.475515502195,-764.1,1472.8799999999999,97.59,315,61,35,2,10971.0384,2340.2916863330465,4
2017-03-01,30472.5926,29689.3426,90,117,18,23,11307.426792460303,292.5,8203.375857060304,-1166,2207.9599999999996,382.75,0,90,47,3,14755.83,3364.213057539227,9
2017-03-02,26481.39,25548.284,78,100,10,22,9993.104093832562,250,7344.633857832562,-1291.106,1877.57,358,0,78,45,2,12210.35,2403.61049415082,8
2017-03-03,11909.93,11424.63,39,45,9,7,4320.519752245606,112.5,3047.0254822456054,-628.5,928.68,143.2,0,39,18,2,5333.9,1375.716836319112,1
2017-03-04,19341.01,18672.2,65,73,10,8,7343.596754534697,182.5,5273.882954534697,-870.8,1506.32,171.99,0,65,41,1,7451.37,1763.1833687930234,3
2017-03-05,38212.63,36826.95,119,148,12,29,14427.50117309299,370,10497.242956426322,-1892.6,2817.8766666666666,424.71999999999997,0,119,72,3,14121.880000000001,3333.8174810981454,7
2017-03-06,28913.92,28243.64,93,113,18,10,10874.894737325165,282.5,7806.109177325166,-1249,2215.8199999999997,332.55,246.17,93,52,4,11052.81,2426.772180960225,6
2017-03-07,32477.1026,31290.262600000002,99,122,17,17,11824.307119437934,305,8528.861504037934,-1583,2351.428,396.15999999999997,0,99,57,5,12688.53,2726.0396698105633,5
2017-03-08,30982.649999999998,30184.28,91,116,16,16,11462.79435162604,290,8388.643564959373,-1268.9,2164.0066666666667,410.5299999999999,0,91,53,3,15494.68,3124.152548393248,6
2017-03-09,31583.4526,30391.0626,102,123,9,10,11882.029136636149,307.5,8485.228321236149,-1436.1,2478.5599999999995,213.71,0,102,49,3,14107.56,3194.050322040311,3
2017-03-10,22934.59,22101.65,69,89,13,15,8560.710405994249,222.5,6268.442555994248,-1017.9,1624.62,132.76,0,69,46,2,7982.76,1564.091955564946,4
2017-03-11,29966.64,29236.839999999993,76,113,11,3,10877.80273147531,282.5,8074.437704808644,-1135.3,1921.5966666666666,427.0000000000001,-21.50000000000001,76,42,1,12601.57,2608.1767504606896,1
2017-03-12,34878.0578,33800.9878,111,132,19,11,13528.556871529672,330,9821.938225329672,-1400.5,2686.79,273.43,20.00000000000002,111,53,3,19425.53,4385.37297963446,6
2017-03-13,44674.1326,43619.3026,127,169,17,19,16037.476759221485,422.5,11672.099983821485,-1475.2,3049.7169999999996,448.87,-28.5,127,78,5,20078.1452,3956.314459406591,7
2017-03-14,54679.61,52946.85,149,211,18,33,19739.53881322729,527.5,14517.103496560623,-2272.6,3623.6766666666663,427.64,0,149,91,8,24339.91,5456.408018799831,10
2017-03-15,36290.9052,35078.8552,107,138,18,13,13668.86579515052,345,10062.112327683853,-1831.05,2548.066666666666,420,199,107,69,3,15573.898,3322.9372939748246,4
2017-03-16,24021.2278,23194.077800000003,81,92,18,11,9100.244663468156,230,6504.049740601489,-1127.4,1895.9666666666665,300.2500000000001,0,81,44,4,8626.78,2069.394009366751,6
2017-03-17,22546.46,21635.45,68,83,14,12,8231.02844954003,207.5,5959.66039954003,-1112.8,1619.04,201.79,0,68,39,2,8070.58,1983.595431737675,6
2017-03-18,20796.14,19892.809999999998,69,80,8,10,7909.124255069424,200,5667.936098402757,-1164.3,1640.2966666666666,260.97,0,69,38,1,10966.54,2653.022236999313,3
2017-03-19,44131.46,42485.020000000004,128,170,25,20,16500.448720532542,425,12109.89980719921,-2144.15,3107.483333333333,497.71,0,128,75,3,23064.6944,5143.069205204952,10
2017-03-20,37589.18,36581.9,112,144,16,34,14006.885042972872,360,10159.96860963954,-1464.4,2742.841333333333,457.1200000000001,0,112,54,4,21743.97,4817.1403536398,11
2017-03-21,33269.0678,32370.227800000004,103,131,20,26,12309.169418477097,327.5,8885.40614561043,-1332.4,2445.7266666666665,433.56,0,103,66,3,15330.5826,3244.2325699891503,9
2017-03-22,37905.159999999996,36646.81,105,145,14,12,13926.311921805254,362.5,10207.607765138588,-1713.8,2612.4466666666667,403.25,0,105,56,2,19492.170000000002,3782.2161854059323,3
2017-03-23,26212.8826,25100.5826,81,101,13,2,9816.528864233176,252.5,7120.562635499843,-1225.5,1937.7493333333332,113.2,0,81,48,4,10800.18,2564.543128384666,1
2017-03-24,21023.2026,20299.7426,79,85,12,7,8381.935430169686,212.5,5951.022894769686,-990.5,1816.72,237.04,0,79,47,5,7598.36,2002.5495777549042,2
2017-03-25,24467.559999999998,23461.620000000003,78,95,13,20,9303.820101789719,237.5,6750.246455123052,-1279.19,1844.6866666666665,273.25,0,78,46,3,12081.198,2282.586226534508,7
2017-03-26,51029.7778,49156.1578,155,189,23,23,19151.08567727953,472.5,13974.037101079532,-2430.65,3694.8199999999997,557.03,0,155,94,5,21102.46,4608.748959433971,7
2017-03-27,37928.5326,36549.0826,123,148,19,33,14237.282812912614,370,10172.817750845947,-1816.45,2960.1416666666664,436.9999999999999,0,123,65,5,16185.29,4205.187199059804,8
2017-03-28,52315.802599999995,50407.692599999995,160,204,29,35,19792.599954697263,510,14367.995202630596,-2260.6,3901.5816666666665,352.49,0,160,88,3,25395.99,5889.042035165625,12
2017-03-29,38815.25,37418.56,126,151,25,23,14372.189654012582,377.5,10266.556414012583,-1716.7,2975.195,320.01,0,126,75,6,19505.44,4399.858293481703,7
2017-03-30,35357.1704,33510.4404,114,138,29,12,13607.18208302304,345,9879.874311423042,-2127.28,2714.105,220.54999999999998,0,114,60,8,11357.905,2832.5773125913915,4
2017-03-31,46723.603,42034.204000000005,119,178,30,19,16361.490289672223,445,12209.888373672222,-5320.219,2879.21,510.82,0,119,65,5,20134.97,4156.226257511035,6
2017-04-01,34626.53,33533.504,106,135,12,24,12860.34244523516,337.5,9321.370829235158,-1684.196,2526,531.1699999999998,0,106,67,6,14010.15,2857.2186232156987,9
2017-04-02,54244.08,52636.87,174,215,37,35,20571.57814451398,537.5,14891.608914513981,-2430.5,4089,352.0900000000001,298.9999999999999,174,114,7,20648.9326,4470.499887044444,7
2017-04-03,48266.552599999995,46347.772600000004,156,193,30,23,18802.095375460925,482.5,13689.109970060927,-2163.8,3711,192.82,0,156,97,4,21098.12,5097.483766539138,6
2017-04-04,138441.6826,132961.268,535,649,107,94,62817.2919850386,1622.5,46221.7152130386,-7337.2746,12545,1586.86,0,535,349,16,49471.1854,14639.725101768481,30
2017-04-05,51798.232599999996,49620.39260000001,181,225,30,24,21465.16337413311,560,15657.97198873311,-3061.3,4301,557.2499999999999,236.21,181,114,3,22127.28,5231.234452160684,7
2017-04-06,43777.0526,42429.6826,127,172,29,3,16425.195403904778,430,12016.134608504779,-1752.2,3127,352.63,0,127,72,3,21081.25,4226.818845418248,1
2017-04-07,27157.829999999998,26349.039999999997,83,107,9,13,10029.169323789203,267.5,7279.9051637892035,-1240.15,1953.042,371.3599999999999,0,83,59,4,11230.9,2193.5460962151005,6
2017-04-08,24508.52,23514.82,80,95,13,8,9209.110952052655,237.5,6603.471172052655,-1082,1895.21,88.3,0,80,49,2,11307.9,2552.851525425295,4
2017-04-09,46539.3626,44759.8426,150,181,33,24,17369.127400032423,452.5,12491.581964632422,-2271.2999999999997,3525.21,286.79,204.99,150,94,9,20689.25,4584.590729801258,9
2017-04-10,38283.3852,37058.0152,117,146,28,17,14130.798732617932,365,10254.896291817931,-1663.2,2757.42,317.83,0,117,74,4,13189.86,2906.234848833059,6
2017-04-11,41904.9926,40446.2126,126,158,20,26,15688.91502256054,395,11376.62985716054,-1923.6000000000001,3091.945,412.62,0,126,62,2,19917.68,4444.046795900656,11
2017-04-12,46042.69,44307.22,138,176,20,39,16951.533700472937,440,12345.47932047294,-2197.39,3268.345,461.92,0,138,88,9,18087.420000000002,4037.0463560498183,11
2017-04-13,26840.9226,25798.4526,92,107,20,19,10283.144676470492,267.5,7330.154551070493,-1424.05,2172.735,270.58,0,92,54,2,11472.65,3182.0285597837455,7
2017-04-14,29040.625200000002,28002.9552,90,114,23,12,10828.392230117104,285,7816.686529317104,-1219.8,2165.42,182.13,0,90,53,3,11758.0526,2890.7563698516205,6
2017-04-15,28444.73,27438.79,81,110,19,22,10354.097845287202,275,7583.900435287202,-1243.1,1941.4725,207.16,0,81,52,1,14022.34,3383.495640674667,7
2017-04-16,32579.1326,31697.3366,99,125,21,18,12029.416804449189,312.5,8682.959043049188,-1370.626,2389.735,458.83,0,99,57,3,21480.01,4170.495812728483,6
2017-04-17,48525.9026,46695.6026,147,188,26,25,18053.424578326496,470,13107.807102926497,-2349.4,3535.045,489.09999999999997,0,147,90,5,22672.06,4594.422822247778,8
2017-04-18,37571.0252,36449.345199999996,110,146,23,38,13966.998705855412,365,10188.157695055412,-1630.85,2678.01,409.17,40,110,62,9,18258.81,3917.303215229466,9
2017-04-19,45390.312600000005,43752.922600000005,141,176,29,32,16944.55769783999,440,12240.150442439994,-2089.6,3382.7725,362.2099999999999,0,141,75,8,17627.54,4444.421150747774,9
2017-04-20,32151.3226,31386.822600000003,95,122,24,21,12030.659049098063,305,8795.336193698064,-1484.9,2288.505,421.4,299,95,56,6,14260.41,2926.037365524501,9
2017-04-21,22468.762600000002,21914.932600000004,69,86,12,16,8357.840313195182,215,6045.304267795182,-911.3,1651.203,297.48,59.99,69,44,1,7696.89,1853.965574529404,4
2017-04-22,31055.9926,30191.3826,91,115,27,14,11430.821953052213,287.5,8355.806857652213,-1142.3,2164.965,217.69,0,91,53,5,15746.436600000001,3799.3066933373293,6
2017-04-23,57097.24,55130.78,170,217,41,42,21070.611371057257,542.5,15370.363751057257,-2523.7,4036.355,497.24,-180.0000000000002,170,111,6,25223.6,5479.092255780845,16
2017-04-24,40575.62,39491.668,126,155,24,9,15102.637020639908,387.5,10906.988648639908,-1701.532,3003.89,617.58,0,126,78,5,17304.87,4137.5920410084855,1
2017-04-25,42905.2404,41355.3404,138,169,28,11,16152.167777432811,422.5,11622.49290583281,-1955.4,3279.67,375.5,0,138,92,3,16962.13,3868.3321019491727,4
2017-04-26,44590.8926,43426.5926,129,174,22,47,16480.192468422643,432.5,12011.828783022642,-1917.3,3157.0925,730.8,0,129,80,4,19923.15,4070.178429309427,11
2017-04-27,32739.8726,31544.6526,113,124,23,25,12330.355451396961,310,8771.630525996961,-1678,2606.73,482.78,0,113,75,5,12591.31,3187.7822150360557,10
2017-04-28,21590.2126,20971.2726,70,83,15,16,8052.866023312133,207.5,5770.099117912133,-978.3,1649.7,329.36,0,70,45,1,6374.83,1550.053686517833,4
2017-04-29,25536.6752,24732.7252,79,98,15,11,9748.187176834617,245,7110.948146034617,-1144.5,1890.5900000000001,318.35,0,79,52,1,9444.73,2191.4028833451,6
2017-04-30,37651.15,36638.630000000005,116,145,27,37,14060.26582499497,362.5,10143.885554994971,-1894.91,2810.36,422.39,460,116,70,2,19076.73,4592.30660152243,13
2017-05-01,37585.8426,36370.2626,121,146,29,36,14004.238245815794,365,9974.290630415793,-1663.25,2931.4100000000003,253.26999999999998,0,121,64,7,16107.800340000002,4488.56372917618,0
2017-05-02,42056.44,40858.35,130,164,28,42,15782.31224616442,410,11390.920096164418,-2034,3157.3,775.91,0,130,78,4,17898.4086,5032.936709429507,0
2017-05-03,30699.59,30395.64,92,118,13,29,11294.266743702463,295,8151.073183702462,-1487.3500000000001,2226.32,599.4,554,92,60,3,13381.4175,3495.8447394983477,0
2017-05-04,24436.4326,23594.7426,83,95,20,17,9355.105213496321,237.5,6681.927678096321,-1303.25,1960.43,421.57,9.99,83,52,3,8997.840090000002,2523.550197013239,0
2017-05-05,21006.81,20016.16,72,84,17,17,7986.907827117281,210,5754.119187117281,-1229.2,1627.1200000000001,208.55,0,72,55,5,4216.347,1184.5878253418093,0
2017-05-06,25195.2426,24229.3646,80,99,24,21,9550.89301687941,247.5,6901.741443479411,-1205.518,1916.8000000000002,209.64000000000001,0,80,45,4,9678.3003,2737.8070705636783,0
2017-05-07,39791.18519999999,38888.3852,123,153,35,27,14693.606873479097,382.5,10571.113702679097,-1837.25,2948.83,605.45,299,123,75,7,15488.73675,4164.720838695608,0
2017-05-08,26415.8226,25545.7366,89,102,25,23,10120.729748334183,255,7226.613386934183,-1191.966,2122.69,321.88,0,89,48,6,10782.456,3100.314327530137,0
2017-05-09,27031.77,26138.12,84,103,16,25,9997.831895663901,257.5,7207.2864156639025,-1295.7,2001.64,402.05,0,84,56,3,10252.781999999997,2806.9472462415074,0
2017-05-10,18191.2126,17334.3006,68,72,17,17,6896.493141930301,180,4809.918424530301,-1087.272,1562.28,148.16,0,68,44,4,5155.6122,1401.65485776937,0
2017-05-11,19379.2878,18689.7178,70,74,19,16,7487.933334977189,185,5309.0315187771885,-901.7,1614.7,122.13,0,70,42,4,5494.55652,1608.037316502664,0
2017-05-12,18350.0626,17770.732600000003,59,69,16,16,6728.144804862556,172.5,4855.243559462556,-900.7,1336.8500000000001,145.37,55.9999999999999,59,43,5,3981.8130000000006,1115.3493088165349,0
2017-05-13,15861.150000000001,15322.960000000001,51,59,14,18,5797.717678112586,147.5,4143.711838112586,-685.65,1191.94,87.46000000000001,0,51,34,2,5174.262000000001,1372.8727642576541,0
2017-05-14,18782.969999999998,18190.12,55,69,22,15,6799.377671240454,172.5,4974.115857907121,-843.5,1277.0483333333334,250.65,0,55,40,1,5157.8865,1528.2308451371011,0
2017-05-15,17739.5,17094.77,60,69,14,16,6681.699745250984,172.5,4761.501415250984,-835.85,1403.75,131.12,0,60,39,4,5879.394,1477.1967252669697,0
2017-05-16,22322.045199999997,21662.615200000004,69,85,17,16,8255.63052126414,212.5,5932.208966178426,-981,1669.7057142857143,321.57,0,69,41,2,9514.224822857144,2488.185488151487,0
2017-05-17,15371.622599999999,14769.652600000001,55,60,14,14,5766.772082657773,150,4082.292157257773,-696.4,1238.16,34.43,0,55,43,2,3044.7870000000003,858.9460964420291,0
2017-05-18,16973.2052,16511.4552,55,67,11,16,6395.478767277712,167.5,4608.559066477712,-723.9,1287.9875,202.1499999999999,0,55,34,2,5446.413,1424.7019811080086,0
2017-05-19,15878.5778,15445.437800000002,46,62,9,12,5834.341380456935,155,4240.841184256936,-586,1126.9825,152.86,0,46,27,1,6769.591020000001,1857.6308332105962,0
2017-05-20,9325.0326,9871.1726,30,36,7,7,3505.8453921274327,90,2490.5263867274325,-284,718.255,82.28,687.86,30,18,2,3992.814,1018.7666700776751,0
2017-05-21,15009.302599999997,14240.5806,45,59,13,18,5578.48029070474,147.5,4051.820119971406,-859.2520000000001,1095.9833333333333,90.53,0,45,26,1,5985.6636,1739.4359904116852,0
2017-05-22,16614.3652,16210.6952,58,63,13,14,6219.788890467631,157.5,4355.845396334297,-799.4,1374.9333333333334,275.7299999999999,0,58,30,5,6498.621,1723.002890643884,0
2017-05-23,16319.1826,15769.3426,54,64,12,9,6119.58265590072,160,4377.250053834054,-721.3,1265.8216666666667,111.46,0,54,33,2,5007.4785,1420.237276625288,0
2017-05-24,13211.3926,12566.1726,43,51,6,12,4872.910221749726,127.5,3502.251216349725,-554.15,990.94,135.73,-248.9999999999999,43,31,4,2991.6225,892.5941130271186,0
2017-05-25,9254.272599999998,8921.566599999998,33,36,10,5,3433.431229363299,90,2408.225797963299,-469.276,755.6800000000001,106.57,0,33,21,2,2389.0860000000002,627.9279499557423,0
2017-05-26,7609.4326,7232.112600000001,25,30,7,7,2856.666902906157,75,2018.085637506157,-430.5,619.8500000000001,53.18000000000001,0,25,11,2,3590.703000000001,973.6194749282556,0
2017-05-27,7096.0426,6839.1226,24,27,9,4,2756.6917193926392,67.5,1987.0771639926388,-370.4,563.1800000000001,83.48,0,24,16,1,2357.9212500000003,711.2497795997077,0
2017-05-28,9499.22,9086.646,29,37,11,13,3491.700338481275,92.5,2532.3976044812753,-449.924,684.6900000000002,37.35,0,29,19,4,3023.523,817.2775815392719,0
2017-05-29,11046.29,10617.56,38,41,10,10,4064.7330737627244,102.5,2876.413833762724,-594.25,868.11,105.52,0,38,25,5,2513.8215,660.936183142496,0
2017-05-30,11944.3052,11520.5752,43,46,7,8,4441.858875056914,115,3063.192194256914,-679.5,1030.77,195.77,0,43,22,1,5114.054340000001,1378.7523828204778,0
2017-05-31,13229.4626,12438.1386,46,52,11,7,4919.627093175073,130,3477.0810737750735,-960.854,1066.24,139.53,0,46,28,6,3356.6517,1017.187462043295,0
2017-06-01,10473.222600000001,10162.7066,32,41,7,9,3907.472882162544,102.5,2804.374390762544,-382.966,796.0800000000002,72.45,0,32,18,1,5116.377600000001,1372.8939659602195,0
2017-06-02,8414.32,8367.16,26,35,7,6,3118.665139848294,87.5,2263.077499848294,-324,602.44,47.84,229,26,17,2,2185.3139999999994,517.2348582583868,0
2017-06-03,12612.3066,12235.186600000001,31,50,19,8,4554.554622969577,125,3414.5192115695777,-528.4,770.215,82.28,38.99999999999998,31,19,1,4522.2246000000005,1273.9274943899466,0
2017-06-04,10839.49,10332.8,39,43,6,4,4287.836917464395,107.5,3029.1257174643947,-565.85,946.1600000000001,79.06,-49.9,39,19,1,4984.776,1462.2888698034678,0
2017-06-05,12112.0006,11930.0206,40,48,19,1,4473.297895890451,120,3184.1772984904514,-577.81,928.75,96.83,269,40,24,2,3598.38,899.6745460366542,0
2017-06-06,11795.1756,11566.204800000001,30,46,8,5,4276.0292010317,115,3158.6092618316993,-602.6,768.2,122.47,11.1592,30,17,0,5657.525208000002,1487.0439903865336,0
2017-06-07,8179.222,7713.022,27,34,8,4,3056.68950852947,85,2198.93187052947,-519.01,623.88,52.81,0,27,19,1,1881.0558,546.9074427616694,0
2017-06-08,11320.894,10971.888,36,44,8,6,4255.858287494935,110,3087.633535494935,-531.646,836.8400000000001,122.64000000000004,0,36,25,2,3132.972,884.2359418616232,0
2017-06-09,7507.859999999999,7238.79,25,29,10,1,2819.3033218012715,72.5,1994.6784118012713,-398.4,606.0000000000001,129.33,0,25,13,1,3249.288,847.324334420351,0
2017-06-10,5017.5152,4964.6452,16,20,6,4,1929.4020346778425,50,1401.3873238778426,-309.1,378.04,16.13,150.10000000000002,16,10,3,1650.555,464.94390425211856,0
2017-06-11,7578.9126,7589.6126,24,29,8,6,2910.013461761283,72.5,2115.504696361283,-316.9,565.71,0,267.6,24,17,0,2453.73534,659.9449729321713,0
2017-06-12,10396.0326,10064.8226,32,39,7,5,3775.8525266595993,97.5,2685.0426712595995,-529,787.2300000000001,137.79,0,32,15,3,4409.443499999999,1176.6400036238877,0
2017-06-13,8128.444,7910.198000000001,25,31,7,7,3017.599107688561,77.5,2172.903365688561,-355.746,606.0000000000002,137.4999999999999,0,25,17,0,3366.252000000001,912.8800165023156,0
2017-06-14,9761.024,9724.638,29,35,10,5,3502.002109224412,87.5,2512.7276072244117,-474.666,696.7600000000001,94.28,314,29,15,3,3875.2530000000006,922.9718872028222,0
2017-06-15,7442.7166,7189.0846,27,31,6,3,2959.5802111000035,77.5,2115.6167577000037,-305.832,626.1800000000001,0,0,27,19,2,1721.205,487.06024448184456,0
2017-06-16,7353.2746,6982.4546,26,28,3,3,2820.868629570672,70,1980.2374461706718,-455.5,629.74,54.68,0,26,13,1,3242.4156,931.7743835109336,0
2017-06-17,5349.91,5222.51,17,22,4,5,2020.3352123039936,55,1457.8024223039936,-187.4,404.48,0,0,17,11,1,1606.221,457.0841177262623,0
2017-06-18,4361.96,4148.24,16,17,3,3,1591.4430181353287,42.5,1108.0040581353287,-250.4,358.04,36.68,0,16,13,0,719.1,188.523,0
2017-06-19,9651.1726,9210.8126,30,37,8,2,3659.844052301017,92.5,2657.2804869010174,-555.35,724.35,114.99,0,30,16,1,3681.8145,1002.2778008945323,0
2017-06-20,8588.988,8207.7066,27,33,4,5,3283.730615555639,82.5,2364.627124155639,-641.5214,671.1800000000001,222.0000000000001,8.24,27,15,0,4257.927,1176.4519692250067,0
2017-06-21,6325.3992,6050.8532,22,24,6,4,2419.9834520986146,60,1719.4787092986148,-392.376,517.83,27.83,0,22,13,1,1882.0386,558.6352619171158,0
2017-06-22,10350.9718,9914.732800000002,31,39,8,11,3872.948324249747,97.5,2816.0144063830803,-434.359,757.7066666666668,67.28,-69.16,31,20,0,4089.534240000001,1177.7553750940447,0
2017-06-23,5669.01,5539.584,18,22,5,2,2140.9629152248417,55,1546.0699792248417,-245.386,427.64500000000004,115.96000000000001,0,18,13,0,2074.32,531.4311532829528,0
2017-06-24,7144.948,6943.208,21,27,4,2,2631.2889936335987,67.5,1914.6709616335986,-317.5,507.165,99.76,16,21,15,1,2074.6026,600.637285015958,0
2017-06-25,3905.674,3770.904,15,16,5,2,1585.4345427861233,40,1111.2283267861233,-217.5,360.05,22.73,0,15,8,1,1430.181,423.78290060547835,0
2017-06-26,8685.039999999999,8302.15,29,33,7,1,3412.180723268984,82.5,2434.4250399356506,-479.35,727.0933333333335,66.46000000000001,0,29,13,2,4316.751,1278.585240681055,0
2017-06-27,8014.846600000001,7693.406600000001,25,31,7,5,3026.7465909267376,77.5,2154.1711328600704,-399.9000000000001,640.1666666666667,78.46000000000001,0,25,8,2,3669.326940000001,1036.1079098131988,0
2017-06-28,8969.892600000001,8709.3506,32,36,8,9,3418.2313520858984,90,2386.1801846858984,-411.012,768.68,90.47,0,32,21,4,2602.903499999999,675.5362767447009,0
2017-06-29,5669.934,5410.3886,18,23,3,5,2243.663834917848,57.5,1631.117565517848,-317.4454,448.745,57.900000000000006,0,18,10,1,1996.6950000000002,581.4354784342084,0
2017-06-30,4673.7766,4460.6606,18,19,8,1,1799.911756412314,47.5,1213.232599012314,-330.586,451.62,117.47,0,18,8,1,1918.0386,514.5688076986735,0
2017-07-01,4393.856,4315.025999999999,14,18,6,4,1720.7085175387645,45,1233.9127635387645,-130.5,356.26,21.67,0,14,5,2,0,0,0
2017-07-02,7098.04,7009.27,23,28,7,1,2703.788792252391,70,1937.5499622523907,-290.6,554.57,81.83,0,23,18,0,0,0,0
2017-07-03,7161.9252,6891.3652,25,29,4,2,2815.914024897072,72.5,1982.614434097072,-338.75,624.75,68.19,0,25,12,3,0,0,0
2017-07-04,5427.822600000001,5246.572600000001,19,22,6,1,2055.8071595942806,55,1432.8465541942808,-294.42,464.21,53.17,0,19,13,2,0,0,0
2017-07-05,8181.572599999999,7870.802599999999,29,34,6,7,3245.5986712356666,85,2292.0353958356663,-416,715.11,75.23,0,29,20,2,0,0,0
2017-07-06,6177.534,5869.664,23,24,7,2,2463.277732799898,60,1741.2874767998978,-381.6,544.57,13.73,0,23,16,2,0,0,0
2017-07-07,7452.2726,7050.4152,27,28,7,2,2772.9970309922837,70,1910.2049901922837,-458,649.93,18.75,7.3926,27,19,1,0,0,0
2017-07-08,6699.07,6826.240000000001,19,24,3,4,2372.9422728835584,60,1658.5713128835582,-230.5,509.21,118.67,239,19,8,0,0,0,0
2017-07-09,6706.9326,6460.466600000001,20,26,6,3,2499.2765276215264,65,1777.3229962215264,-331.746,526.8,55.28,0,20,9,1,0,0,0
2017-07-10,8767.98,8551.44,29,33,7,6,3218.995007693197,82.5,2235.9932476931967,-364,725.11,117.46000000000001,0,29,19,0,0,0,0
2017-07-11,9110.9,8843.29,26,36,5,9,3401.30185451529,90,2456.70644451529,-364,677.34,96.39,0,26,14,2,0,0,0
2017-07-12,4962.82,4731.9,18,20,3,4,1999.159438377354,50,1407.4343383773542,-250.8,448.5,19.88,0,18,8,2,0,0,0
2017-07-13,8944.489800000001,8352.959800000002,26,37,8,8,3320.0504672933266,90,2396.234633093327,-724.5200000000003,670.78,102.99,0,26,14,2,0,0,0
2017-07-14,4702.4252,4541.6152,18,18,5,2,1742.430271269745,45,1158.703430469745,-218.5,446.62,57.69,0,18,10,0,0,0,0
2017-07-15,5818.6926,5658.6726,22,23,7,5,2212.7525195586622,57.5,1504.7710141586622,-214.7,536.98,24.68,0,22,14,1,0,0,0
2017-07-16,6434.7346,6236.4172,24,27,3,4,2644.0348735360017,67.5,1849.478774736002,-218.1974,605.6,19.88,0,24,13,1,0,0,0
2017-07-17,7105.5960000000005,6740.0960000000005,23,28,7,8,2700.585073442366,70,1922.152289442366,-365.5,574.57,0,0,23,12,2,0,0,0
2017-07-18,9584.74,9629.670000000002,28,37,7,7,3600.09239018448,92.5,2562.2119601844797,-433.3,747.52,185.13,233.1,28,12,2,0,0,0
2017-07-19,11681.996600000002,10165.810600000004,32,45,9,22,4146.54182451305,110,3023.253317113051,-1547.986,815.28,31.8,0,32,18,1,0,0,0
2017-07-20,11173.279999999997,10004.463999999994,28,43,8,11,3880.849291549277,107.5,2884.139835549277,-1736.6060000000002,693.68,41.19,460,28,20,2,0,0,0
2017-07-21,13239.800000000001,11604.690000000002,37,51,8,6,4811.884835983387,127.5,3561.4388259833877,-1950.1899999999998,898.61,105.08,0,37,23,3,0,0,0
2017-07-22,7865.34,7546.47,25,29,5,4,2975.035614098834,72.5,2156.3179840988337,-509.5999999999999,591.17,49.730000000000004,21,25,17,1,0,0,0
2017-07-23,13320.939200000004,10671.0326,31,53,21,16,4734.045214674665,132.5,3619.3952692746643,-2721.4566,789.29,71.55,0,31,13,4,0,0,0
2017-07-24,15098.504400000002,12922.111799999999,34,59,21,1,5382.54208109032,147.5,4159.80083889032,-2440.3526,830.3000000000001,173.96,0,34,20,5,0,0,0
2017-07-25,11012.158,10159.348,31,44,8,3,4067.334243751825,110,3005.4231517518247,-1314.6200000000003,754.09,166.81,265,31,15,4,0,0,0
2017-07-26,13456.193799999997,11857.553800000002,33,49,10,7,4872.753961396913,122.5,3708.494901196913,-1701.7000000000005,805.69,73.06,0,33,19,3,0,0,0
2017-07-27,15795.235200000001,13537.739199999996,32,60,14,7,5142.8030136085845,140,3912.9685768085847,-2456.696,820.44,80.4,0,32,16,1,0,0,0
2017-07-28,13006.5492,10802.6478,31,50,9,7,4719.649105146797,125,3655.8623189467976,-2282.4514,735.51,65.11,-16.56000000000001,31,19,3,0,0,0
2017-07-29,10329.828599999997,9255.522000000004,28,42,11,4,3830.608080020209,105,2879.517942020209,-1255.9265999999998,670.08,151.62000000000006,0,28,19,0,0,0,0
2017-07-30,14182.898200000005,11662.773000000003,33,58,17,8,5107.180624738828,145,3952.1102077388277,-2600.0052,799.45,79.88,0,33,21,1,0,0,0
2017-07-31,24829.463799999998,21140.2778,58,99,27,8,8875.111725066276,247.5,6827.603668866275,-4414.036,1404.74,170.32999999999998,494.5199999999999,58,34,3,0,0,0
2017-08-01,11190.605199999998,11004.6752,36,43,14,2,4230.480798583908,107.5,3071.365217783908,-675.36,827.08,251.4299999999999,208,36,20,6,0,0,0
2017-08-02,7297.7658,7070.1658,27,29,8,6,2845.5965086472033,72.5,2009.0517004472035,-311,622.8100000000001,53.400000000000006,0,27,16,1,0,0,0
2017-08-03,12950.7352,12831.4752,42,50,10,6,4742.906893354567,125,3362.5341125545665,-673.1,993.26,129.84,274,42,23,2,0,0,0
2017-08-04,10715.772,10376.092,36,41,7,0,4071.810417723005,102.5,2901.523749723005,-432.4,857.08,92.72,0,36,19,2,0,0,0
2017-08-05,11065.262599999998,10901.612599999999,27,43,7,0,3891.0358777048573,102.5,2884.7791123048573,-409.3,677.81,215.64999999999992,0,27,13,2,0,0,0
2017-08-06,9279.3892,9430.2692,33,34,7,0,3623.045768822522,85,2585.3779620225223,-595.5,753.99,155.42,590.96,33,21,0,0,0,0
2017-08-07,14149.5,14267.69,46,55,6,0,5149.737455647861,132.5,3627.69444564786,-794.8,1092.38,100.93,782.059999999999,46,25,2,0,0,0
